Unnamed: 0,Questions,Correct,A,B,C,D
4489,"Why does Julien go back on his statement about witnessing the strike team steal the cocaine from the Armenians in Season One of The Shield?
",Vic walks in on him and Tomas.,IAD finds Mackey innocent of the charges.,Vic walks in on him and Tomas.,Vic finds a stolen ring for him.,Aceveda convinces him that a bigger bust for Mackey is possible.
103,"This tradtion is also know as the Nordic tradition.
",Teutonic,Eclectic,British Traditional Witch,Pictish,Teutonic
4165,"According to the World Health Organization, in 2007 0.6% of American adults had HIV. What percentage of the population of Mozambique had HIV?
",12,8,12,5,2
3747,"This tradition of course camarguaise is anchored in several French departments. Which one is not among them?
",Lozère,Lozère,Gard,Hérault,Bouches-du-Rhône
470,"This Canadian doctor is widely credited for the invention of the first gas mask, in response to German use of poison gas during World War I.
",Cluny MacPherson,Charles Macintosh,Kokichi Mikimoto,Cluny MacPherson,Akhil Madhani
20,"Seven people went on the ark with Noah according to the Bible, Genesis, chapters 6 to 9.
",True,True,False,,
601,"This future general, born in San Gabriel, California, was educated at the U.S. Military Academy. On his graduation in 1909 he was commissioned a second lieutenant. He served in both World Wars and as a military Governor of Bavaria.
",George Patton,Andrew Williams,Dwight Eisenhower,George Patton,John Pershing
251,"What was the name of Abrahams wife according to the book of Genesis?
",Sarah,Rebekah,Rachel,Leah,Sarah
961,"Name the first artificial satellite, put in orbit on October 4 in 1957, which marked the beginning of the space race.
",Sputnik I,Sputnik I,Explorer I,Apollo I,Laika I
2328,"How old was fictional character Nancy Drew when her mother died?
",Three years old,Five years old,Seven years old,Her mother died during childbirth,Three years old
2336,"Since it gained its independence from the Spanish Empire, the Netherlands has always been a monarchy.
",False,False,True,,
129,"The Facts of Life was the only spin-off from the popular television show Diffrent Strokes.
",False,True,False,,
1793,"Absolute zero is characterised as this temperature.
",−273.15 °C,−559.67 °F,−459.67 °C,−273.15 °C,−273.15 °F
444,"Which of these musicians didnt release a song named Maria in 1999?
",Red Hot Chili Peppers,Blondie,Red Hot Chili Peppers,Ricky Martin,Rage Against the Machine
248,"This technique for extracting gold was discovered by chemist Carl Wilhelm Scheele in 1783, and was later developed in 1887 by John Seward MacArthur.
",Gold cyanidation,Gold cyanidation,Gold zincanization,Hydraulic mining,Gold panning
97,"In 1933 this team won the first NFL Championship Game.
",Chicago Bears,New York Giants,Chicago Bears,Canton Bulldogs,Washington Redskins
3602,"What is the official state religion adopted by the government of Portugal?
",None of these,Roman Catholicism,None of these,Protestantism,Anglicanism
910,"This programming language that allowed non-scientists to use computers was developed in 1963 by John Kemeny and Thomas Kurtz.
",BASIC,BASIC,PASCAL,COBOL,Visual BASIC
512,"Who was the first native-born American woman to be canonized by the Roman Catholic Church?
",Elizabeth Ann Seton,Elizabeth Ann Seton,Frances Eugina Bailey,Christina Beverly Nichols,Margaret Elaine Lewis
703,"In 1968, Toni Iommi briefly left Black Sabbath to play in this band.
",Jethro Tull,Jethro Tull,Deep Purple,Led Zeppelin,Rolling Stones
2686,"All US Presidents have worn glasses.
",True,False,True,,
1388,"The first person to use a telescope for astronomical purposes was Galileo Galilei.
",True,True,False,,
738,"In the 1978 movie Animal House, when the Delta boys scam Fawn Lebowitzs friends into going out with them to the Dexter Lake Club, Boon goes to the bar and orders drinks for himself and the other 7. What kind of drink did he order for the other 7 people in the group?
",Seven Carlings,Seven Cosmopolitans,Seven Rob Roys,"Seven, Seven and 7s",Seven Carlings
2191,"This bloody battle, a turning point in World War II, was won by the Soviets in 1943.
",Battle of Stalingrad,Battle of Leningrad,Battle of Stalingrad,Battle of Moscow,Battle of Kiev
309,"The common name of the flower, Lilium lancifolium, is the name of a character in which childrens classic?
",The Adventures of Peter Pan,The Adventures of Huckleberry Finn,Winnie the Pooh,The Adventures of Peter Pan,Anne of Green Gables
4816,"On June 5 in the year 70, the Romans first broke through the walls of Jerusalem. Who was their leader?
",Titus,Titus,Marcellus Aurelius,Vespasian,Valerian
1202,"All four ladies, Carrie, Miranda, Charlotte and Samantha, are happy and in love at the end of the HBO series Sex and the City.
",True,False,True,,
392,"What is a pangolin?
",A scaly ant-eating mammal,A scaly ant-eating mammal,A poisonous snake,A type of fish,A type of waterfowl
156,"A TV  sequel to  Gone with the Wind was released in 1994.
",True,True,False,,
1101,"Which ancient empire used the denarius?
",Roman Empire,Hellenic Empire,Egyptian Empire,Roman Empire,Persian Empire
378,"The typical Christian depiction of a cherub is often compared to Cupid.
",True,False,True,,
291,"Im reading a book about anti-gravity. (Provide the next sentence),
",I just cant put it down.,Its about something or other.,Im reading it on the ceiling.,I just cant put it down.,It stinks.
3567,"Did Whitney Houston release her first album titled Whitney Houston in 1985?
",Yes,No,Yes,,
4569,"What nickname has been given to the US state of Virginia?
",Mother of Presidents,All of these,Mother of the Nation,Mother of Americans,Mother of Presidents
37,"Nine passengers carried with them enough food for five days. Several other passengers joined the first group and they all shared the same food, which was now enough for three days. How many passengers joined the first group?
",6,7,8,6,5
2737,"What country are Butch Cassidy and the Sundance Kid trying to get to throughout the self-titled movie?
",Bolivia,Mexico,Australia,Bolivia,Brazil
2698,"What popular Grammy Award-winning female singer and songwriter made her acting debut in the 1999 drama movie Music of the Heart, starring Meryl Streep?
",Gloria Estefan,Nelly Furtado,Mary J. Blige,Rihanna,Gloria Estefan
1428,"The Notorious B.I.G.started making money at the age of 12 by selling which of the following?
",Drugs,His mothers jewels,Stolen watches,Drugs,All of these
3692,"In the movie Rocky IV, as Rocky was walking to the ring, Paulie told him that if he could be someone else he would love to be Rocky. He then said something to Rocky just after the two fighters received instructions from the referee. What did Paulie say?
","Uh, Rock, you remember what I said about wantin to be you .......... Forget it.","Uh, Rock, you remember what I said back there about wanting to be you ........ Well youd better run and hide","Uh, Rock, you remember what I said back there about wanting to be you ........ Well, you better call a priest.","Uh, Rock, you remember what I said back there about wanting to be you ........ I lied.","Uh, Rock, you remember what I said about wantin to be you .......... Forget it."
409,"Which Australian city was wiped out by tropical cyclone Tracey in 1974?
",Darwin,Alice Springs,Cairns,Darwin,Brisbane
1357,"What is the weight of the smallest known bird egg on the planet?
","0,5 grams","2,5 grams",5 grams,"0,5 grams",1 gram
1523,"This 1899 -1902 war marked the beginning of the decline of the British Empire
",The Boer War - South Africa,Rebellion in India,The War of independence - Ireland,The Boer War - South Africa,The Boxer uprising - China
261,"Graffiti is plural. This is the singular form.
",Graffito,Graffit,Graffito,Graffitius,Graffitium
993,"Which king of England is not the title character of a Shakespearean play?
",Henry VII,Richard III,Henry VIII,Henry VII,Richard II
86,"According to Dickinson poll, in 1928 this football team, coached by Howard Jones, won its first national title.
",USC,LSU,USC,BYU,Yale
3485,"Which of these characters is Virtucon, the #12 company on the Forbes List,  associated with?
",Austin Powers,Harry Potter,James Bond,Spiderman,Austin Powers
870,"80% of the competitors in the 1904 Olympic games were from which country?
",The USA,The USA,Greece,Australia,France
3888,"What is the official state beverage of the U.S. state of Ohio?
",Tomato juice,Orange juice,Tomato juice,Black coffee,Red wine
2809,"The Fischer Defense to the Kings Gambit involves which of the following moves by black?
","P-Q3, P-KN4, P-KR3, B-KN2","P-Q4, N-KB3, and in some cases QxP","B-QB4, N-KB3, N-QB3","N-KB3, Q-K2, P-Q3, N-Q2","P-Q3, P-KN4, P-KR3, B-KN2"
720,"What does the female name Aba mean?
",Born on a Thursday,Born on a journey,Born in the wild,Born on a holy day,Born on a Thursday
1261,"On which continent is the geographic region of Central America located?
",North America,Central America,North America,South America,All of these
706,"What sentence was Vincenzo Perugia given for stealing the Mona Lisa painting in 1911?
",7 months,1 year,7 years,10 years,7 months
2194,"Hairy man-apes seem to be everywhere. Which of these names is not used for them?
",Hairyman,Yowie,Yeti,Sasquatch,Hairyman
389,"How does Malfoy join the Slytherin quidditch team?
",His father bought brooms for the whole team,He was the only candidate.,He was actually good enough.,His father bought brooms for the whole team,He shot a man in Reno just to watch him die.
924,"Which statement is true about Will Lee?
","He was born in Brooklyn, New York in 1908.","He was born in Philadelphia, PA, in 1922.",He was born in Pittsburgh in 1916.,"He was born in Halifax, Nova Scotia in 1919.","He was born in Brooklyn, New York in 1908."
1794,"Speak Of The Devil was recorded by which artist?
",Ozzy Osbourne,Black Sabbath,Mercyful Fate,Ozzy Osbourne,Deep Purple
4207,"The main characters of the fictional show-within-a-show So Random! are Nikko, Grady, Sonny, Tawni,and Zora.
",True,False,True,,
1232,"What term refers to the raise in biodiversity that occurred during the early Paleozoic era?
",Cambrian Explosion,Biodiversity Boom,None of these,Mass radiation of life,Cambrian Explosion
1157,"In the novel Twilight, Carlisle found Edward whilst working in a hospital in Chicago. What was Edward dying of?
",Spanish Influenza,Tuberculosis,Spanish Influenza,Typhoid Fever,Scarlet Fever
1315,"Which city was surrounded by an enormous Turkish army in 1683 and was saved by a much smaller multinational army led by the Polish king Jan III Sobieski?
",Vienna,Warsaw,Vienna,Budapest,Prague
271,"Can a beaver hold its breath underwater for more than 30 minutes?
",No,Yes,No,,
800,"When should corn (maize) be planted?
",Spring,Spring,Winter,Fall,Summer
676,"In what movie is Eastwoods character on the run from bounty hunters and Union soldiers?
",The Outlaw Josey Wales,High Plains Drifter,Pale Rider,The Beguiled,The Outlaw Josey Wales
947,"Who recorded the 1970s classic rock song Sweet Home Alabama?
",Lynyrd Skynyrd,Molly Hatchet,Charlie Daniels Band,Alabama,Lynyrd Skynyrd
3701,"In Blazing Saddles, what was the name of the man Bart got trapped in the quicksand with?
",Charlie,Jim,Bill,Charlie,Mongo
4008,"Lauren Hutton, who starred in the movie Malone, played Fiona McNeil in two episodes of Nip/Tuck.
",True,True,False,,
1001,"Who was the first NBA player to win MVP, All Star MVP, and Finals MVP in the same season?
",Willis Reed,Magic Johnson,Willis Reed,Shaquille Oneal,Michael Jordan
2878,"The Adirondack State Park, at 780,000 acres, is roughly equal in area to which of the following?
",Rhode Island,"Orange County, Calif.",Puerto Rico,District of Columbia,Rhode Island
1239,"What event signaled the end of the Paleozoic?
",A large mass extinction at the end of the Permian period,The evolution of the dinosaurs,None of these,The evolution of humans,A large mass extinction at the end of the Permian period
2118,"A conflict between which two Asian countries became the Pacific part of the Second World War?
",China and Japan,China and Vietnam,Japan and Iran,Vietnam and Japan,China and Japan
393,"What is the longest river in France?
",Loire,Loire,Maine,Odet,Erdre
2170,"Before joining the police department what was McGarretts job in the TV series Hawaii Five-O?
",Intelligence officer in the US Navy,OSS operative in Korea.,CIA operative in Hong Long,Intelligence officer in the US Navy,FBI investigator in Hawaii
2310,"Which Romantic composer wrote the Roman Carnival Overture?
",Berlioz,Berlioz,Verdi,Handel,Paganini
197,"Which one of these statements about U.S. President John F. Kennedy is true?
",He was the first U.S. President born in the 20th century.,He was a devoted Evangelical Presbyterian.,He was the first U.S. President born in the 20th century.,He was the 36th President of the United States.,"He was born in Boston, Massachusetts."
